uid,sentence,sense_keys,glosses,target
d010.s001.t007,"A congregation survives only if it can sustain a socially homogeneous membership ; that is , when it can [TGT] preserve [TGT] economic integration .","['preserve%2:30:00::', 'preserve%2:42:07::', 'preserve%2:40:00::', 'preserve%2:42:00::']","['prevent (food) from rotting', 'keep undisturbed for personal or private use for hunting, shooting, or fishing', 'keep in safety and protect from harm, decay, loss, or destruction', 'keep or maintain in unaltered condition; cause to remain or last']",[3]
d010.s001.t008,"A congregation survives only if it can sustain a socially homogeneous membership ; that is , when it can preserve [TGT] economic [TGT] integration .","['economic%3:01:01::', 'economic%5:00:00:efficient:00', 'economic%3:01:00::', 'economic%5:00:00:profitable:00']","['of or relating to an economy, the system of production and management of material wealth', 'using the minimum of time or resources necessary for effectiveness', 'of or relating to the science of economics', 'financially rewarding']",[0]
d010.s001.t009,"A congregation survives only if it can sustain a socially homogeneous membership ; that is , when it can preserve economic [TGT] integration [TGT] .","['integration%1:04:03::', 'integration%1:04:02::', 'integration%1:04:00::']","['an operation used in the calculus whereby the integral of a function is determined', 'the act of combining into an integral whole', 'the action of incorporating a racial or religious group into a community']",[2]
d010.s002.t000,"Religious [TGT] faith [TGT] can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['faith%1:04:00::', 'faith%1:14:00::', 'faith%1:09:01::', 'faith%1:09:00::']","['loyalty or allegiance to a cause or a person', 'an institution to express belief in a divine power', 'complete confidence in a person or plan etc', 'a strong belief in a supernatural power or powers that control human destiny']",[3]
d010.s002.t001,"Religious faith can be [TGT] considered [TGT] a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['consider%2:31:00::', 'consider%2:32:02::', 'consider%2:32:00::', 'consider%2:39:00::']","['deem to be', 'think about carefully; weigh', 'show consideration for; take into account', 'give careful consideration to']",[0]
d010.s002.t002,"Religious faith can be considered a [TGT] necessary [TGT] condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['necessary%3:00:00::', 'necessary%5:00:00:inevitable:00']","['absolutely essential', 'unavoidably determined by prior circumstances']",[0]
d010.s002.t003,"Religious faith can be considered a necessary [TGT] condition [TGT] of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['condition%1:10:01::', 'condition%1:26:05::', 'condition%1:10:02::', 'condition%1:09:01::']","['an assumption on which rests the validity or effect of something else', 'an illness, disease, or other medical problem', '(usually plural) a statement of what is required as part of an agreement', ""the procedure that is varied in order to estimate a variable's effect by comparison with a control condition""]",[0]
d010.s002.t004,"Religious faith can be considered a necessary condition of [TGT] membership [TGT] in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['membership%1:14:00::', 'membership%1:26:00::']","['the body of members of an organization or group', 'the state of being a member']",[0]
d010.s002.t005,"Religious faith can be considered a necessary condition of membership in a [TGT] congregation [TGT] , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['congregation%1:04:00::', 'congregation%1:14:01::', 'congregation%1:14:00::']","['the act of congregating', 'an assemblage of people or animals or things collected together', 'a group of people who adhere to a common faith and habitually attend a given church']",[2]
d010.s002.t006,"Religious faith can be considered a necessary condition of membership in a congregation , since the [TGT] decision [TGT] to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['decision%1:07:00::', 'decision%1:11:01::', 'decision%1:11:02::', 'decision%1:04:00::']","['the trait of resoluteness as evidenced by firmness of character or purpose', 'the outcome of a game or contest', '(boxing) a victory won on points when no knockout has occurred', 'the act of making up your mind about something']",[3]
d010.s002.t007,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to [TGT] join [TGT] a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['join%2:41:00::', 'join%2:35:00::', 'join%2:42:01::', 'join%2:41:01::']","['become part of; become a member of a group or organization', 'make contact or come together', 'be or become joined or united or linked', 'come into the company of']",[0]
d010.s002.t008,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping [TGT] group [TGT] requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['group%1:27:00::', 'group%1:09:00::', 'group%1:03:00::']","['(chemistry) two or more atoms bound together as a single unit and forming part of a molecule', 'a set that is closed, associative, has an identity element and every element has an inverse', 'any number of entities (members) considered as a unit']",[2]
d010.s002.t009,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group [TGT] requires [TGT] some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['require%2:42:00::', 'require%2:34:00::', 'require%2:32:00::', 'require%2:32:01::']","['require as useful, just, or proper', 'have need of', 'make someone do something', 'consider obligatory; request and expect']",[0]
d010.s002.t010,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some [TGT] motive [TGT] force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['motive%5:00:00:causative:00', 'motive%5:00:02:causative:00']","['causing or able to cause motion', 'impelling to action; - Arthur Pap']",[0]
d010.s002.t011,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive [TGT] force [TGT] , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['force%1:07:01::', 'force%1:14:01::', 'force%1:14:02::', 'force%1:19:00::']","['a powerful effect or influence', 'a unit that is part of some military service', 'a group of people having the power of effective action', '(physics) the influence that produces a change in a physical quantity']",[0]
d010.s002.t012,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but [TGT] faith [TGT] is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['faith%1:09:00::', 'faith%1:09:01::', 'faith%1:04:00::', 'faith%1:14:00::']","['a strong belief in a supernatural power or powers that control human destiny', 'complete confidence in a person or plan etc', 'loyalty or allegiance to a cause or a person', 'an institution to express belief in a divine power']",[0]
d010.s002.t013,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith [TGT] is [TGT] not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['be%2:42:00::', 'be%2:42:03::', 'be%2:42:01::', 'be%2:41:00::']","['have an existence, be extant', 'have the quality of being; (copula, used with an adjective or a predicate noun)', 'have life, be alive', 'work in a specific place, with a specific subject, or in a specific function']",[1]
d010.s002.t014,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is [TGT] not [TGT] a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .",['not%4:02:00::'],['negation of a word or group of words'],[0]
d010.s002.t015,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a [TGT] sufficient [TGT] condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .",['sufficient%3:00:00::'],['of a quantity that can fulfill a need or requirement but without being abundant'],[0]
d010.s002.t016,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient [TGT] condition [TGT] for joining ; the presence of other members of similar social and economic level is the sufficient condition .","['condition%1:10:01::', 'condition%1:09:00::', 'condition%1:26:00::', 'condition%1:09:01::']","['an assumption on which rests the validity or effect of something else', 'information that should be kept in mind when making a decision', 'a state at a particular time', ""the procedure that is varied in order to estimate a variable's effect by comparison with a control condition""]",[0]
d010.s002.t017,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for [TGT] joining [TGT] ; the presence of other members of similar social and economic level is the sufficient condition .","['join%2:41:00::', 'join%2:35:00::', 'join%2:42:01::', 'join%2:35:01::']","['become part of; become a member of a group or organization', 'make contact or come together', 'be or become joined or united or linked', 'cause to become joined or linked']",[0]
d010.s002.t018,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the [TGT] presence [TGT] of other members of similar social and economic level is the sufficient condition .","['presence%1:15:00::', 'presence%1:26:00::', 'presence%1:04:00::', 'presence%1:09:00::']","['the immediate proximity of someone or something', 'the state of being present; current existence', 'the act of being present', 'the impression that something is present']",[1]
d010.s002.t019,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of [TGT] other [TGT] members of similar social and economic level is the sufficient condition .","['other%5:00:00:past:00', 'other%5:00:00:strange:00', 'other%3:00:00::', 'other%5:00:02:past:00']","['recently past', 'very unusual; different in character or quality from the normal or expected; - Lance Morrow', 'not the same one or ones already mentioned or implied; - the White Queen', 'belonging to the distant past']",[2]
d010.s002.t020,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other [TGT] members [TGT] of similar social and economic level is the sufficient condition .","['member%1:08:00::', 'member%1:08:01::', 'member%1:18:00::', 'member%1:24:00::']","['an external body part that projects from the body', ""the male organ of copulation (`member' is a euphemism)"", 'one of the persons who compose a social group (especially individuals who have joined and participate in a group organization)', 'anything that belongs to a set or class']",[2]
d010.s002.t021,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of [TGT] similar [TGT] social and economic level is the sufficient condition .","['similar%5:00:00:synonymous:00', 'similar%3:00:02::', 'similar%3:00:00::', 'similar%3:00:04::']","['(of words) expressing closely related meanings', 'resembling or similar; having the same or some of the same characteristics; often used in combination', 'marked by correspondence or resemblance', 'having the same or similar characteristics']",[3]
d010.s002.t022,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar [TGT] social [TGT] and economic level is the sufficient condition .","['social%5:00:00:friendly:01', 'social%5:00:00:sociable:00', 'social%3:01:00::', 'social%3:01:02::']","['marked by friendly companionship with others', 'composed of sociable people or formed for the purpose of sociability', 'relating to human society and its members', 'relating to or belonging to or characteristic of high society']",[2]
d010.s002.t023,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and [TGT] economic [TGT] level is the sufficient condition .","['economic%5:00:00:efficient:00', 'economic%3:01:00::', 'economic%3:01:01::', 'economic%5:00:00:worldly:00']","['using the minimum of time or resources necessary for effectiveness', 'of or relating to the science of economics', 'of or relating to an economy, the system of production and management of material wealth', 'concerned with worldly necessities of life (especially money)']",[2]
d010.s002.t024,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic [TGT] level [TGT] is the sufficient condition .","['level%1:09:00::', 'level%1:26:00::', 'level%1:06:03::', 'level%1:26:01::']","['an abstract place usually conceived as having depth', 'a specific identifiable position in a continuum or series or especially in a process', 'a flat surface at right angles to a plumb line', 'a relative position or degree of value in a graded group']",[3]
d010.s002.t025,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level [TGT] is [TGT] the sufficient condition .","['be%2:42:04::', 'be%2:42:03::', 'be%2:42:06::', 'be%2:42:00::']","['happen, occur, take place', 'have the quality of being; (copula, used with an adjective or a predicate noun)', 'be identical to; be someone or something', 'have an existence, be extant']",[2]
d010.s002.t026,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the [TGT] sufficient [TGT] condition .",['sufficient%3:00:00::'],['of a quantity that can fulfill a need or requirement but without being abundant'],[0]
d010.s002.t027,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient [TGT] condition [TGT] .","['condition%1:26:00::', 'condition%1:26:02::', 'condition%1:10:02::', 'condition%1:10:01::']","['a state at a particular time', ""the state of (good) health (especially in the phrases `in condition' or `in shape' or `out of condition' or `out of shape')"", '(usually plural) a statement of what is required as part of an agreement', 'an assumption on which rests the validity or effect of something else']",[3]
d010.s003.t000,The [TGT] breakdown [TGT] of social homogeneity in inner city areas and the spread of inner city blight account for the decline of central city churches .,"['breakdown%1:09:00::', 'breakdown%1:11:01::', 'breakdown%1:26:01::', 'breakdown%1:04:02::']","['an analysis into mutually exclusive categories', 'a cessation of normal operation', 'a mental or physical breakdown', 'the act of disrupting an established order so it fails to continue']",[3]
d010.s003.t001,The breakdown of [TGT] social [TGT] homogeneity in inner city areas and the spread of inner city blight account for the decline of central city churches .,"['social%5:00:00:friendly:01', 'social%3:01:00::', 'social%5:00:00:gregarious:00', 'social%3:00:00::']","['marked by friendly companionship with others', 'relating to human society and its members', 'tending to move or live together in groups or colonies of the same kind', 'living together or enjoying life in communities or organized groups']",[1]
d010.s003.t002,The breakdown of social [TGT] homogeneity [TGT] in inner city areas and the spread of inner city blight account for the decline of central city churches .,"['homogeneity%1:07:00::', 'homogeneity%1:07:01::']","['the quality of being similar or comparable in kind or nature', 'the quality of being of uniform throughout in composition or structure']",[0]
d010.s003.t003,The breakdown of social homogeneity in [TGT] inner city [TGT] areas and the spread of inner city blight account for the decline of central city churches .,['inner_city%1:15:00::'],['the older and more populated and (usually) poorer central section of a city'],[0]
d010.s003.t004,The breakdown of social homogeneity in inner city [TGT] areas [TGT] and the spread of inner city blight account for the decline of central city churches .,"['area%1:15:01::', 'area%1:09:00::', 'area%1:26:00::', 'area%1:08:00::']","['a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)', 'a subject of study', 'a particular environment or walk of life', 'a part of an animal that has a special function or is supplied by a given artery or nerve']",[0]
d010.s003.t005,The breakdown of social homogeneity in inner city areas and the [TGT] spread [TGT] of inner city blight account for the decline of central city churches .,"['spread%1:13:00::', 'spread%1:06:01::', 'spread%1:11:00::', 'spread%1:04:00::']","['a tasty mixture to be spread on bread or crackers or used in preparing other dishes', 'farm consisting of a large tract of land along with facilities needed to raise livestock (especially cattle)', 'process or result of distributing or extending over a wide expanse of space', 'act of extending over a wider scope or expanse of space or time']",[2]
d010.s003.t006,The breakdown of social homogeneity in inner city areas and the spread of [TGT] inner city [TGT] blight account for the decline of central city churches .,['inner_city%1:15:00::'],['the older and more populated and (usually) poorer central section of a city'],[0]
d010.s003.t007,The breakdown of social homogeneity in inner city areas and the spread of inner city [TGT] blight [TGT] account for the decline of central city churches .,"['blight%1:26:00::', 'blight%1:26:01::']","['a state or condition being blighted', 'any plant disease resulting in withering without rotting']",[0]
d010.s003.t008,The breakdown of social homogeneity in inner city areas and the spread of inner city blight [TGT] account for [TGT] the decline of central city churches .,"['account_for%2:32:00::', 'account_for%2:42:00::']","['give reasons for', 'be the reason or explanation for']",[1]
d010.s003.t009,The breakdown of social homogeneity in inner city areas and the spread of inner city blight account for the [TGT] decline [TGT] of central city churches .,"['decline%1:22:01::', 'decline%1:22:02::', 'decline%1:26:00::', 'decline%1:17:00::']","['a gradual decrease; as of stored charge or current', 'change toward something smaller or lower', 'a condition inferior to an earlier condition; a gradual falling off from a better state', 'a downward slope or bend']",[1]
d010.s003.t010,The breakdown of social homogeneity in inner city areas and the spread of inner city blight account for the decline of [TGT] central city [TGT] churches .,['central_city%1:15:00::'],['the central part of a city'],[0]
d010.s003.t011,The breakdown of social homogeneity in inner city areas and the spread of inner city blight account for the decline of central city [TGT] churches [TGT] .,"['church%1:04:00::', 'church%1:14:00::', 'church%1:06:00::', 'church%1:14:01::']","['a service conducted in a house of worship', 'one of the groups of Christians who have their own beliefs and forms of worship', 'a place for public (especially Christian) worship', 'the body of people who attend or belong to a particular local church']",[1]
d010.s004.t000,[TGT] Central cities [TGT] reveal two adverse features for the major denominations :,['central_city%1:15:00::'],['the central part of a city'],[0]
d010.s004.t001,Central cities reveal [TGT] two [TGT] adverse features for the major denominations :,['two%5:00:00:cardinal:00'],['being one more than one'],[0]
d010.s004.t002,Central cities reveal two [TGT] adverse [TGT] features for the major denominations :,"['adverse%5:00:00:unfavorable:02', 'adverse%5:00:00:unfavorable:01']","['contrary to your interests or welfare', 'in an opposing direction']",[0]
d010.s004.t003,Central cities reveal two adverse [TGT] features [TGT] for the major denominations :,"['feature%1:10:01::', 'feature%1:09:00::', 'feature%1:06:00::', 'feature%1:08:00::']","['a special or prominent article in a newspaper or magazine', 'a prominent attribute or aspect of something', 'an article of merchandise that is displayed or advertised more than other articles', ""the characteristic parts of a person's face: eyes and nose and mouth and chin""]",[1]
d010.s004.t004,Central cities reveal two adverse features for the [TGT] major [TGT] denominations :,"['major%3:00:03::', 'major%3:00:02::', 'major%3:00:01::', 'major%3:00:07::']","['of full legal age', 'greater in scope or effect', 'greater in number or size or amount', 'of greater seriousness or danger']",[2]
d010.s004.t005,Central cities reveal two adverse features for the major [TGT] denominations [TGT] :,"['denomination%1:14:01::', 'denomination%1:10:00::', 'denomination%1:14:00::']","['a class of one kind of unit in a system of numbers or measures or weights or money', 'identifying word or words by which someone or something is called and classified or distinguished from others', 'a group of religious congregations having its own organization and a distinctive faith']",[2]
d010.s005.t000,( 1 ) [TGT] central cities [TGT] tend to be areas of residence for lower social classes ; ( 2 ) central cities tend to be more heterogeneous in social composition .,['central_city%1:15:00::'],['the central part of a city'],[0]
d010.s005.t001,( 1 ) central cities [TGT] tend [TGT] to be areas of residence for lower social classes ; ( 2 ) central cities tend to be more heterogeneous in social composition .,"['tend%2:41:01::', 'tend%2:42:01::', 'tend%2:41:00::']","['manage or run', 'have a tendency or disposition to do or be something; be inclined', 'have care of or look after']",[1]
d010.s005.t002,( 1 ) central cities tend to [TGT] be [TGT] areas of residence for lower social classes ; ( 2 ) central cities tend to be more heterogeneous in social composition .,"['be%2:42:03::', 'be%2:42:13::', 'be%2:42:09::', 'be%2:42:06::']","['have the quality of being; (copula, used with an adjective or a predicate noun)', 'to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form', 'be priced at', 'be identical to; be someone or something']",[3]
d010.s005.t003,( 1 ) central cities tend to be [TGT] areas [TGT] of residence for lower social classes ; ( 2 ) central cities tend to be more heterogeneous in social composition .,"['area%1:09:00::', 'area%1:08:00::', 'area%1:15:01::', 'area%1:07:00::']","['a subject of study', 'a part of an animal that has a special function or is supplied by a given artery or nerve', 'a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)', 'the extent of a 2-dimensional surface enclosed within a boundary']",[2]
d010.s005.t004,( 1 ) central cities tend to be areas of [TGT] residence [TGT] for lower social classes ; ( 2 ) central cities tend to be more heterogeneous in social composition .,"['residence%1:06:01::', 'residence%1:06:00::', 'residence%1:04:00::', 'residence%1:15:00::']","['a large and imposing house', 'the official house or establishment of an important person (as a sovereign or president)', 'the act of dwelling in a place', 'any address at which you dwell more than temporarily']",[3]
d010.s005.t005,( 1 ) central cities tend to be areas of residence for lower [TGT] social classes [TGT] ; ( 2 ) central cities tend to be more heterogeneous in social composition .,['social_class%1:14:00::'],"['people having the same social, economic, or educational status']",[0]
d010.s005.t006,( 1 ) central cities tend to be areas of residence for lower social classes ; ( 2 ) [TGT] central cities [TGT] tend to be more heterogeneous in social composition .,['central_city%1:15:00::'],['the central part of a city'],[0]
d010.s005.t007,( 1 ) central cities tend to be areas of residence for lower social classes ; ( 2 ) central cities [TGT] tend [TGT] to be more heterogeneous in social composition .,"['tend%2:41:01::', 'tend%2:42:01::', 'tend%2:41:00::']","['manage or run', 'have a tendency or disposition to do or be something; be inclined', 'have care of or look after']",[1]
d010.s005.t008,( 1 ) central cities tend to be areas of residence for lower social classes ; ( 2 ) central cities tend to [TGT] be [TGT] more heterogeneous in social composition .,"['be%2:41:00::', 'be%2:42:13::', 'be%2:42:03::', 'be%2:42:00::']","['work in a specific place, with a specific subject, or in a specific function', 'to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form', 'have the quality of being; (copula, used with an adjective or a predicate noun)', 'have an existence, be extant']",[2]
d010.s005.t009,( 1 ) central cities tend to be areas of residence for lower social classes ; ( 2 ) central cities tend to be [TGT] more [TGT] heterogeneous in social composition .,"['more%4:02:01::', 'more%4:02:00::']","['comparative of much; to a greater degree or extent', 'used to form the comparative of some adjectives and adverbs']",[1]
d010.s005.t010,( 1 ) central cities tend to be areas of residence for lower social classes ; ( 2 ) central cities tend to be more [TGT] heterogeneous [TGT] in social composition .,"['heterogeneous%3:00:02::', 'heterogeneous%3:00:00::']","['originating outside the body', 'consisting of elements that are not of the same kind or nature']",[1]
d010.s005.t011,( 1 ) central cities tend to be areas of residence for lower social classes ; ( 2 ) central cities tend to be more heterogeneous in [TGT] social [TGT] composition .,"['social%3:01:02::', 'social%5:00:00:sociable:00', 'social%3:01:00::', 'social%3:00:00::']","['relating to or belonging to or characteristic of high society', 'composed of sociable people or formed for the purpose of sociability', 'relating to human society and its members', 'living together or enjoying life in communities or organized groups']",[2]
d010.s005.t012,( 1 ) central cities tend to be areas of residence for lower social classes ; ( 2 ) central cities tend to be more heterogeneous in social [TGT] composition [TGT] .,"['composition%1:07:01::', 'composition%1:06:00::', 'composition%1:04:02::', 'composition%1:10:00::']","['the way in which someone or something is composed', 'something that is created by arranging several things to form a unified whole', 'musical creation', 'an essay (especially one written as an assignment)']",[0]
d010.s006.t000,"The [TGT] central city [TGT] areas , in other words , exhibit the two characteristics which violate the life principle of congregations of the major denominations : they have too few middle-class people ; they mix middle-class people with lower-class residents .",['central_city%1:15:00::'],['the central part of a city'],[0]
d010.s006.t001,"The central city [TGT] areas [TGT] , in other words , exhibit the two characteristics which violate the life principle of congregations of the major denominations : they have too few middle-class people ; they mix middle-class people with lower-class residents .","['area%1:15:01::', 'area%1:09:00::', 'area%1:06:00::', 'area%1:08:00::']","['a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)', 'a subject of study', 'a part of a structure having some specific characteristic or function', 'a part of an animal that has a special function or is supplied by a given artery or nerve']",[0]
d010.s006.t002,"The central city areas , [TGT] in other words [TGT] , exhibit the two characteristics which violate the life principle of congregations of the major denominations : they have too few middle-class people ; they mix middle-class people with lower-class residents .",['in_other_words%4:02:00::'],['otherwise stated'],[0]
d010.s006.t003,"The central city areas , in other words , [TGT] exhibit [TGT] the two characteristics which violate the life principle of congregations of the major denominations : they have too few middle-class people ; they mix middle-class people with lower-class residents .","['exhibit%2:38:00::', 'exhibit%2:39:00::', 'exhibit%2:42:00::', 'exhibit%2:39:01::']","['walk ostentatiously', 'give an exhibition of to an interested audience', 'show an attribute, property, knowledge, or skill', 'to show, make visible or apparent']",[2]
d010.s006.t004,"The central city areas , in other words , exhibit the [TGT] two [TGT] characteristics which violate the life principle of congregations of the major denominations : they have too few middle-class people ; they mix middle-class people with lower-class residents .",['two%5:00:00:cardinal:00'],['being one more than one'],[0]
d010.s006.t005,"The central city areas , in other words , exhibit the two [TGT] characteristics [TGT] which violate the life principle of congregations of the major denominations : they have too few middle-class people ; they mix middle-class people with lower-class residents .","['characteristic%1:10:00::', 'characteristic%1:09:00::', 'characteristic%1:07:01::', 'characteristic%1:07:00::']","['the integer part (positive or negative) of the representation of a logarithm; in the expression log 643 = 2.808 the characteristic is 2', 'a prominent attribute or aspect of something', 'any measurable property of a device measured under closely specified conditions', 'a distinguishing quality']",[1]
d010.s006.t006,"The central city areas , in other words , exhibit the two characteristics which [TGT] violate [TGT] the life principle of congregations of the major denominations : they have too few middle-class people ; they mix middle-class people with lower-class residents .","['violate%2:41:01::', 'violate%2:42:00::', 'violate%2:41:00::', 'violate%2:35:00::']","['force (someone) to have sex against their will', 'fail to agree with; be in violation of; as of rules or patterns', 'act in disregard of laws, rules, contracts, or promises', 'destroy']",[1]
d010.s006.t007,"The central city areas , in other words , exhibit the two characteristics which violate the [TGT] life principle [TGT] of congregations of the major denominations : they have too few middle-class people ; they mix middle-class people with lower-class residents .",['life_principle%1:18:00::'],['a hypothetical force to which the functions and qualities peculiar to living things are sometimes ascribed'],[0]
d010.s006.t008,"The central city areas , in other words , exhibit the two characteristics which violate the life principle of [TGT] congregations [TGT] of the major denominations : they have too few middle-class people ; they mix middle-class people with lower-class residents .","['congregation%1:14:00::', 'congregation%1:04:00::', 'congregation%1:14:01::']","['a group of people who adhere to a common faith and habitually attend a given church', 'the act of congregating', 'an assemblage of people or animals or things collected together']",[0]
d010.s006.t009,"The central city areas , in other words , exhibit the two characteristics which violate the life principle of congregations of the [TGT] major [TGT] denominations : they have too few middle-class people ; they mix middle-class people with lower-class residents .","['major%3:00:07::', 'major%3:00:04::', 'major%3:00:01::', 'major%5:00:00:senior:00']","['of greater seriousness or danger', 'of a scale or mode', 'greater in number or size or amount', 'of the elder of two boys with the same family name']",[2]
d010.s006.t010,"The central city areas , in other words , exhibit the two characteristics which violate the life principle of congregations of the major [TGT] denominations [TGT] : they have too few middle-class people ; they mix middle-class people with lower-class residents .","['denomination%1:14:01::', 'denomination%1:10:00::', 'denomination%1:14:00::']","['a class of one kind of unit in a system of numbers or measures or weights or money', 'identifying word or words by which someone or something is called and classified or distinguished from others', 'a group of religious congregations having its own organization and a distinctive faith']",[2]
d010.s006.t011,"The central city areas , in other words , exhibit the two characteristics which violate the life principle of congregations of the major denominations : they [TGT] have [TGT] too few middle-class people ; they mix middle-class people with lower-class residents .","['have%2:40:00::', 'have%2:39:06::', 'have%2:30:00::', 'have%2:40:01::']","['have or possess, either in a concrete or an abstract sense', 'go through (mental or physical states or experiences)', 'cause to move; cause to be in a certain position or condition', 'have left']",[0]
d010.s006.t012,"The central city areas , in other words , exhibit the two characteristics which violate the life principle of congregations of the major denominations : they have [TGT] too [TGT] few middle-class people ; they mix middle-class people with lower-class residents .","['too%4:02:00::', 'too%4:02:01::']","['to a degree exceeding normal or proper limits', 'in addition']",[0]
d010.s006.t013,"The central city areas , in other words , exhibit the two characteristics which violate the life principle of congregations of the major denominations : they have too few [TGT] middle-class [TGT] people ; they mix middle-class people with lower-class residents .",['middle-class%3:00:00::'],['occupying a socioeconomic position intermediate between those of the lower classes and the wealthy'],[0]
d010.s006.t014,"The central city areas , in other words , exhibit the two characteristics which violate the life principle of congregations of the major denominations : they have too few middle-class [TGT] people [TGT] ; they mix middle-class people with lower-class residents .","['people%1:14:02::', 'people%1:14:01::', 'people%1:14:03::', 'people%1:14:00::']","['members of a family line', 'the body of citizens of a state or country', 'the common people generally', '(plural) any group of human beings (men or women or children) collectively']",[3]
d010.s006.t015,"The central city areas , in other words , exhibit the two characteristics which violate the life principle of congregations of the major denominations : they have too few middle-class people ; they [TGT] mix [TGT] middle-class people with lower-class residents .","['mix%2:35:02::', 'mix%2:41:00::', 'mix%2:30:00::', 'mix%2:30:01::']","['mix so as to make a random order or arrangement', 'open (a place) to members of all races and ethnic groups', 'mix together different elements', 'add as an additional element or part']",[1]
d010.s006.t016,"The central city areas , in other words , exhibit the two characteristics which violate the life principle of congregations of the major denominations : they have too few middle-class people ; they mix [TGT] middle-class [TGT] people with lower-class residents .",['middle-class%3:00:00::'],['occupying a socioeconomic position intermediate between those of the lower classes and the wealthy'],[0]
