id,sentence,sense_keys,glosses,target
d003.s009.t015,"In combination with supportive measures such as other veterinary treatment or a special diet , Cerenia can also be used in the treatment of vomiting ( either as injection or as injection followed by [TGT] tablets [TGT] ) .","['tablet%1:06:02::', 'tablet%1:27:00::', 'tablet%1:06:01::', 'tablet%1:06:00::']","['a slab of stone or wood suitable for bearing an inscription', 'a number of sheets of paper fastened together along one edge', 'a small flat compressed cake of some substance', 'a dose of medicine in the form of a small pellet']",[3]
d003.s010.t000,"For these [TGT] purposes [TGT] , Cerenia can be given for up to five days","['purpose%1:07:00::', 'purpose%1:09:00::', 'purpose%1:07:01::']","['what something is used for', 'an anticipated outcome that is intended or that guides your planned actions', 'the quality of being determined to do or achieve something; firmness of purpose']",[1]
d003.s010.t001,"For these purposes , Cerenia can be [TGT] given [TGT] for up to five days","['give%2:36:03::', 'give%2:40:02::', 'give%2:40:15::', 'give%2:32:14::', 'give%2:32:10::', 'give%2:40:12::', 'give%2:36:12::', 'give%2:32:08::', 'give%2:40:07::', 'give%2:38:00::', 'give%2:32:07::', 'give%2:36:13::', 'give%2:32:15::', 'give%2:31:00::', 'give%2:32:11::', 'give%2:36:00::', 'give%2:38:13::', 'give%2:34:00::', 'give%2:32:00::', 'give%2:32:03::', 'give%2:40:11::', 'give%2:36:01::', 'give%2:41:10::', 'give%2:29:11::', 'give%2:40:01::', 'give%2:40:03::', 'give%2:32:01::', 'give%2:41:00::', 'give%2:40:14::', 'give%2:30:13::', 'give%2:31:02::', 'give%2:40:13::', 'give%2:32:02::', 'give%2:29:10::', 'give%2:35:00::', 'give%2:40:10::', 'give%2:32:09::', 'give%2:40:00::', 'give%2:40:08::', 'give%2:40:09::', 'give%2:40:06::', 'give%2:34:10::', 'give%2:36:02::', 'give%2:40:05::']","['cause to happen or be responsible for', 'leave with; give temporarily', 'afford access to', 'submit for consideration, judgment, or use', 'inflict as a punishment', 'deliver in exchange or recompense', 'perform for an audience', 'manifest or show', 'convey or reveal information', 'move in order to make room for someone for something', 'allow to have or take', 'present to view', 'offer in good faith', 'estimate the duration or outcome of something', 'accord by verdict', 'give or supply', 'break down, literally or metaphorically', 'give food to', 'convey or communicate; of a smile, a look, a physical gesture', 'give entirely to a specific person, activity, or cause', 'bestow, especially officially', 'bring about', 'execute and deliver', 'consent to engage in sexual intercourse with a man', 'give as a present; make a gift of', 'cause to have, in the abstract sense or physical sense', 'convey, as of a compliment, regards, attention, etc.; bestow', 'emit or utter', 'give or convey physically', 'occur', 'dedicate', 'give (as medicine)', 'bestow', 'proffer (a body part)', 'be flexible under stress of physical force', 'endure the loss of', 'guide or direct, as by behavior of persuasion', 'transfer possession of something concrete or abstract to somebody', 'contribute to some cause', 'transmit (knowledge or skills)', 'place into the hands or custody of', 'propose', 'organize or be responsible for', 'be the cause or source of']",[31]
d003.s010.t002,"For these purposes , Cerenia can be given for up to five [TGT] days [TGT]","['day%1:28:06::', 'day%1:28:00::', 'day%1:28:02::', 'day%1:28:05::', 'day%1:18:00::', 'day%1:26:00::', 'day%1:28:07::', 'day%1:28:01::', 'day%1:28:03::', 'day%1:28:04::']","['the time for one complete rotation of the earth relative to a particular star, about 4 minutes shorter than a mean solar day', 'time for Earth to make a complete rotation on its axis', 'the time after sunrise and before sunset while it is light outside', 'an era of existence or influence', 'United States writer best known for his autobiographical works (1874-1935)', 'a period of opportunity', 'the period of time taken by a particular planet (e.g. Mars) to make a complete rotation on its axis', 'a day assigned to a particular purpose or observance', 'some point or period in time', 'the recurring hours when you are not sleeping (especially those when you are working)']",[2]
d003.s012.t000,"Cerenia [TGT] blocks [TGT] a neurokinin 1 ( NK1 ) receptor , which acts in the central nervous system .","['block%2:35:12::', 'block%2:35:06::', 'block%2:41:00::', 'block%2:39:00::', 'block%2:33:00::', 'block%2:35:03::', 'block%2:35:00::', 'block%2:32:00::', 'block%2:31:00::', 'block%2:41:03::', 'block%2:35:02::', 'block%2:39:05::', 'block%2:30:01::', 'block%2:30:00::', 'block%2:30:02::', 'block%2:41:01::']","['block passage through', 'support, secure, or raise with a block', 'hinder or prevent the progress or accomplishment of', 'shut out from view or get in the way so as to hide from sight', 'impede the movement of (an opponent or a ball)', 'stamp or emboss a title or design on a book with a block', 'render unsuitable for passage', 'interfere with or prevent the reception of signals', 'be unable to remember', 'run on a block system', 'obstruct', 'interrupt the normal function of by means of anesthesia', 'shape by using a block', 'shape into a block or blocks', 'prohibit the conversion or use of (assets)', 'stop from happening or developing']","[2, 15]"
d003.s012.t001,"Cerenia blocks a neurokinin 1 ( NK1 ) [TGT] receptor [TGT] , which acts in the central nervous system .","['receptor%1:08:01::', 'receptor%1:08:00::']","['a cellular structure that is postulated to exist in order to mediate between a chemical agent that acts on nervous tissue and the physiological response', 'an organ having nerve endings (in the skin or viscera or eye or ear or nose or mouth) that respond to stimulation']",[0]
d003.s012.t002,"Cerenia blocks a neurokinin 1 ( NK1 ) receptor , which [TGT] acts [TGT] in the central nervous system .","['act%2:36:03::', 'act%2:41:00::', 'act%2:42:00::', 'act%2:36:00::', 'act%2:33:00::', 'act%2:29:01::', 'act%2:36:04::', 'act%2:41:07::', 'act%2:41:06::', 'act%2:29:00::']","['perform on a stage or theater', 'perform an action, or work out or perform (an action)', 'be suitable for theatrical performance', 'play a role or part', ""discharge one's duties"", 'pretend to have certain qualities or state of mind', 'behave unnaturally or affectedly', 'be engaged in an activity, often for no particular purpose other than pleasure', 'have an effect or outcome; often the one desired or expected', 'behave in a certain manner; show a certain behavior; conduct or comport oneself']",[1]
d003.s012.t003,"Cerenia blocks a neurokinin 1 ( NK1 ) receptor , which acts in the [TGT] central nervous system [TGT] .",['central_nervous_system%1:08:00::'],['the portion of the vertebrate nervous system consisting of the brain and spinal cord'],[0]
d003.s013.t000,How has Cerenia been [TGT] studied [TGT] ?,"['study%2:31:03::', 'study%2:31:04::', 'study%2:31:02::', 'study%2:31:01::', 'study%2:31:00::', 'study%2:39:00::']","['be a student; follow a course of study; be enrolled at an institute of learning', 'think intently and at length, as for spiritual purposes', 'consider in detail and subject to an analysis in order to discover essential features or meaning', 'learn by reading books', 'be a student of a certain subject', 'give careful consideration to']",[2]
d003.s014.t000,A [TGT] large number [TGT] of studies with Cerenia were carried out either in laboratory dogs or in animal patients at veterinary practises in several European countries and in the USA .,['large_number%1:23:00::'],['a large indefinite number'],[0]
d003.s014.t001,A large number of [TGT] studies [TGT] with Cerenia were carried out either in laboratory dogs or in animal patients at veterinary practises in several European countries and in the USA .,"['study%1:09:02::', 'study%1:06:00::', 'study%1:09:03::', 'study%1:06:01::', 'study%1:09:04::', 'study%1:10:00::', 'study%1:09:01::', 'study%1:18:00::', 'study%1:04:00::', 'study%1:10:01::']","['a branch of knowledge', 'a room used for reading and writing and studying', 'applying the mind to learning and understanding a subject (especially by reading)', 'preliminary drawing for later elaboration', 'a state of deep mental absorption', 'a written document describing the findings of some individual or group', 'attentive consideration and meditation', 'someone who memorizes quickly and easily (as the lines for a part in a play)', 'a detailed critical inspection', ""a composition intended to develop one aspect of the performer's technique""]",[8]
d003.s014.t002,A large number of studies with Cerenia were [TGT] carried out [TGT] either in laboratory dogs or in animal patients at veterinary practises in several European countries and in the USA .,"['carry_out%2:30:00::', 'carry_out%2:36:00::']","['pursue to a conclusion or bring to a successful issue', 'put in effect']","[1, 0]"
d003.s014.t003,A large number of studies with Cerenia were carried out either in [TGT] laboratory [TGT] dogs or in animal patients at veterinary practises in several European countries and in the USA .,"['laboratory%1:06:00::', 'laboratory%1:15:00::']","['a workplace for the conduct of scientific research', 'a region resembling a laboratory inasmuch as it offers opportunities for observation and practice and experimentation']",[0]
d003.s014.t004,A large number of studies with Cerenia were carried out either in laboratory [TGT] dogs [TGT] or in animal patients at veterinary practises in several European countries and in the USA .,"['dog%1:06:00::', 'dog%1:18:00::', 'dog%1:05:00::', 'dog%1:06:01::', 'dog%1:18:01::', 'dog%1:18:02::', 'dog%1:13:01::']","['a hinged catch that fits into a notch of a ratchet to move a wheel forward or prevent it from moving backward', 'informal term for a man', 'a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds', 'metal supports for logs in a fireplace', 'a dull unattractive unpleasant girl or woman', 'someone who is morally reprehensible', 'a smooth-textured sausage of minced beef or pork usually smoked; often served on a bread roll']",[2]
d003.s014.t005,A large number of studies with Cerenia were carried out either in laboratory dogs or in animal [TGT] patients [TGT] at veterinary practises in several European countries and in the USA .,"['patient%1:18:00::', 'patient%1:10:00::']","['a person who requires medical care', 'the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause']",[0]
d003.s014.t006,A large number of studies with Cerenia were carried out either in laboratory dogs or in animal patients at [TGT] veterinary [TGT] practises in several European countries and in the USA .,['veterinary%3:01:00::'],['of or relating to veterinarians or veterinary medicine'],[0]
d003.s014.t007,A large number of studies with Cerenia were carried out either in laboratory dogs or in animal patients at veterinary practises in [TGT] several [TGT] European countries and in the USA .,"['several%5:00:00:individual:00', 'several%5:00:00:some:00', 'several%5:00:00:different:00']","['considered individually', '(used with count nouns) of an indefinite number more than 2 or 3 but not many', 'distinct and individual']",[1]
d003.s014.t008,A large number of studies with Cerenia were carried out either in laboratory dogs or in animal patients at veterinary practises in several [TGT] European countries [TGT] and in the USA .,['european_country%1:15:00::'],['any one of the countries occupying the European continent'],[0]
d003.s015.t000,What [TGT] benefit [TGT] has Cerenia shown during the studies ?,"['benefit%1:21:00::', 'benefit%1:07:00::', 'benefit%1:10:00::']","['financial assistance in time of need', 'something that aids or promotes well-being', 'a performance to raise money for a charitable cause']",[1]
d003.s015.t001,What benefit has Cerenia [TGT] shown [TGT] during the studies ?,"['show%2:39:01::', 'show%2:33:00::', 'show%2:38:00::', 'show%2:31:00::', 'show%2:32:03::', 'show%2:36:00::', 'show%2:32:00::', 'show%2:32:01::', 'show%2:39:02::', 'show%2:32:02::', 'show%2:32:04::', 'show%2:39:00::']","['be or become visible or noticeable', 'finish third or better in a horse or dog race', 'take (someone) to their seats, as in theaters or auditoriums', 'establish the validity of something, as by an example, explanation or experiment', 'give evidence of, as of records', 'show in, or as in, a picture', 'provide evidence for', 'indicate a place, direction, person, or thing; either spatially or figuratively', 'give an exhibition of to an interested audience', 'give expression to', 'indicate a certain reading; of gauges and instruments', 'make visible or noticeable']","[6, 3]"
d003.s015.t002,What benefit has Cerenia shown during the [TGT] studies [TGT] ?,"['study%1:09:02::', 'study%1:06:00::', 'study%1:09:03::', 'study%1:06:01::', 'study%1:09:04::', 'study%1:10:00::', 'study%1:09:01::', 'study%1:18:00::', 'study%1:04:00::', 'study%1:10:01::']","['a branch of knowledge', 'a room used for reading and writing and studying', 'applying the mind to learning and understanding a subject (especially by reading)', 'preliminary drawing for later elaboration', 'a state of deep mental absorption', 'a written document describing the findings of some individual or group', 'attentive consideration and meditation', 'someone who memorizes quickly and easily (as the lines for a part in a play)', 'a detailed critical inspection', ""a composition intended to develop one aspect of the performer's technique""]",[8]
d003.s016.t000,"The [TGT] results [TGT] of the studies showed that Cerenia was more effective than the placebo : less vomiting was seen in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .","['result%1:11:00::', 'result%1:10:01::', 'result%1:19:00::', 'result%1:10:00::']","['something that results', 'the semantic role of the noun phrase whose referent exists only by virtue of the activity denoted by the verb in the clause', 'a phenomenon that follows and is caused by some previous phenomenon', 'a statement that solves a problem or explains how to solve the problem']","[0, 2]"
d003.s016.t001,"The results of the [TGT] studies [TGT] showed that Cerenia was more effective than the placebo : less vomiting was seen in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .","['study%1:09:02::', 'study%1:06:00::', 'study%1:09:03::', 'study%1:06:01::', 'study%1:09:04::', 'study%1:10:00::', 'study%1:09:01::', 'study%1:18:00::', 'study%1:04:00::', 'study%1:10:01::']","['a branch of knowledge', 'a room used for reading and writing and studying', 'applying the mind to learning and understanding a subject (especially by reading)', 'preliminary drawing for later elaboration', 'a state of deep mental absorption', 'a written document describing the findings of some individual or group', 'attentive consideration and meditation', 'someone who memorizes quickly and easily (as the lines for a part in a play)', 'a detailed critical inspection', ""a composition intended to develop one aspect of the performer's technique""]",[8]
d003.s016.t002,"The results of the studies [TGT] showed [TGT] that Cerenia was more effective than the placebo : less vomiting was seen in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .","['show%2:39:01::', 'show%2:33:00::', 'show%2:38:00::', 'show%2:31:00::', 'show%2:32:03::', 'show%2:36:00::', 'show%2:32:00::', 'show%2:32:01::', 'show%2:39:02::', 'show%2:32:02::', 'show%2:32:04::', 'show%2:39:00::']","['be or become visible or noticeable', 'finish third or better in a horse or dog race', 'take (someone) to their seats, as in theaters or auditoriums', 'establish the validity of something, as by an example, explanation or experiment', 'give evidence of, as of records', 'show in, or as in, a picture', 'provide evidence for', 'indicate a place, direction, person, or thing; either spatially or figuratively', 'give an exhibition of to an interested audience', 'give expression to', 'indicate a certain reading; of gauges and instruments', 'make visible or noticeable']","[6, 3]"
d003.s016.t003,"The results of the studies showed that Cerenia was [TGT] more [TGT] effective than the placebo : less vomiting was seen in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .","['more%4:02:00::', 'more%4:02:01::']","['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent']",[0]
d003.s016.t004,"The results of the studies showed that Cerenia was more [TGT] effective [TGT] than the placebo : less vomiting was seen in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .","['effective%5:00:00:competent:00', 'effective%3:00:00::', 'effective%5:00:00:operative:00', 'effective%5:00:00:actual:00', 'effective%5:00:00:operational:00', 'effective%5:00:00:efficacious:00']","['able to accomplish a purpose; functioning effectively; -G.B.Shaw', 'producing or capable of producing an intended result or having a striking effect; -LewisMumford', 'exerting force or influence', 'existing in fact; not theoretical; real', 'ready for service', 'works well as a means or remedy']","[1, 5]"
d003.s016.t005,"The results of the studies showed that Cerenia was more effective than the [TGT] placebo [TGT] : less vomiting was seen in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .","['placebo%1:06:00::', 'placebo%1:04:00::']","['an innocuous or inert medication; given as a pacifier or to the control group in experiments on the efficacy of a drug', '(Roman Catholic Church) vespers of the office for the dead']",[0]
d003.s016.t006,"The results of the studies showed that Cerenia was more effective than the placebo : [TGT] less [TGT] vomiting was seen in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .","['less%3:00:00::', 'less%5:00:00:inferior:02', 'less%5:00:00:fewer:00']","[""(comparative of `little' usually used with mass nouns) a quantifier meaning not as great in amount or degree"", ""(usually preceded by `no') lower in quality"", '(nonstandard in some uses but often idiomatic with measure phrases) fewer']",[0]
d003.s016.t007,"The results of the studies showed that Cerenia was more effective than the placebo : less [TGT] vomiting [TGT] was seen in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .",['vomiting%1:04:00::'],['the reflex act of ejecting the contents of the stomach through the mouth'],[0]
d003.s016.t008,"The results of the studies showed that Cerenia was more effective than the placebo : less vomiting was [TGT] seen [TGT] in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .","['see%2:35:09::', 'see%2:39:12::', 'see%2:39:05::', 'see%2:33:00::', 'see%2:39:00::', 'see%2:31:13::', 'see%2:41:12::', 'see%2:31:03::', 'see%2:41:10::', 'see%2:32:00::', 'see%2:38:03::', 'see%2:41:11::', 'see%2:38:00::', 'see%2:39:02::', 'see%2:39:13::', 'see%2:41:00::', 'see%2:39:11::', 'see%2:39:03::', 'see%2:36:00::', 'see%2:31:00::', 'see%2:31:02::', 'see%2:31:01::', 'see%2:41:14::', 'see%2:31:08::']","['receive as a specified guest', 'go or live through', 'see and understand, have a good eye', 'match or meet', 'perceive by sight or have the power to perceive by sight', 'make sense of; assign a meaning to', 'go to see for a social visit', 'be careful or certain to do something; make certain of something', 'go to see a place, as for entertainment', 'find out, learn, or determine with certainty, usually by making an inquiry or other effort', 'accompany or escort', 'go to see for professional or business reasons', 'come together', 'perceive or be contemporaneous with', 'observe, check out, and look over carefully or inspect', 'date regularly; have a steady relationship with', 'observe as if with an eye', 'see or watch', ""imagine; conceive of; see in one's mind"", 'deem to be', 'get to know or become aware of, usually accidentally', 'perceive (an idea or situation) mentally', 'take charge of or deal with', 'deliberate or decide']","[9, 7]"
d003.s016.t009,"The results of the studies showed that Cerenia was more effective than the placebo : less vomiting was seen in [TGT] dogs [TGT] that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .","['dog%1:06:00::', 'dog%1:18:00::', 'dog%1:05:00::', 'dog%1:06:01::', 'dog%1:18:01::', 'dog%1:18:02::', 'dog%1:13:01::']","['a hinged catch that fits into a notch of a ratchet to move a wheel forward or prevent it from moving backward', 'informal term for a man', 'a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds', 'metal supports for logs in a fireplace', 'a dull unattractive unpleasant girl or woman', 'someone who is morally reprehensible', 'a smooth-textured sausage of minced beef or pork usually smoked; often served on a bread roll']",[2]
d003.s016.t010,"The results of the studies showed that Cerenia was more effective than the placebo : less vomiting was seen in dogs that [TGT] received [TGT] the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .","['receive%2:40:00::', 'receive%2:31:08::', 'receive%2:42:00::', 'receive%2:41:00::', 'receive%2:34:00::', 'receive%2:35:00::', 'receive%2:39:00::', 'receive%2:32:00::', 'receive%2:30:00::', 'receive%2:31:00::', 'receive%2:30:01::', 'receive%2:39:03::', 'receive%2:39:15::']","['get something; come into possession of', 'regard favorably or with disapproval', 'experience as a reaction', 'have or give a reception', 'partake of the Holy Eucharist sacrament', ""express willingness to have in one's home or environs"", 'register (perceptual input)', 'bid welcome to; greet upon arrival', 'convert into sounds or pictures', 'accept as true or valid', 'receive a specified treatment (abstract)', 'go through (mental or physical states or experiences)', 'receive as a retribution or punishment']",[11]
d003.s016.t011,"The results of the studies showed that Cerenia was more effective than the placebo : less vomiting was seen in dogs that received the [TGT] medicine [TGT] than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .","['medicine%1:09:00::', 'medicine%1:06:00::', 'medicine%1:04:00::', 'medicine%1:04:02::']","['the branches of medical science that deal with nonsurgical techniques', '(medicine) something that treats or prevents or alleviates the symptoms of disease', 'the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries', ""punishment for one's actions""]",[1]
d003.s016.t012,"The results of the studies showed that Cerenia was more effective than the placebo : less vomiting was seen in dogs that received the medicine than in [TGT] dogs [TGT] that received a placebo , both in the treatment or in the prevention of vomiting .","['dog%1:06:00::', 'dog%1:18:00::', 'dog%1:05:00::', 'dog%1:06:01::', 'dog%1:18:01::', 'dog%1:18:02::', 'dog%1:13:01::']","['a hinged catch that fits into a notch of a ratchet to move a wheel forward or prevent it from moving backward', 'informal term for a man', 'a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds', 'metal supports for logs in a fireplace', 'a dull unattractive unpleasant girl or woman', 'someone who is morally reprehensible', 'a smooth-textured sausage of minced beef or pork usually smoked; often served on a bread roll']",[2]
d003.s016.t013,"The results of the studies showed that Cerenia was more effective than the placebo : less vomiting was seen in dogs that received the medicine than in dogs that [TGT] received [TGT] a placebo , both in the treatment or in the prevention of vomiting .","['receive%2:40:00::', 'receive%2:31:08::', 'receive%2:42:00::', 'receive%2:41:00::', 'receive%2:34:00::', 'receive%2:35:00::', 'receive%2:39:00::', 'receive%2:32:00::', 'receive%2:30:00::', 'receive%2:31:00::', 'receive%2:30:01::', 'receive%2:39:03::', 'receive%2:39:15::']","['get something; come into possession of', 'regard favorably or with disapproval', 'experience as a reaction', 'have or give a reception', 'partake of the Holy Eucharist sacrament', ""express willingness to have in one's home or environs"", 'register (perceptual input)', 'bid welcome to; greet upon arrival', 'convert into sounds or pictures', 'accept as true or valid', 'receive a specified treatment (abstract)', 'go through (mental or physical states or experiences)', 'receive as a retribution or punishment']",[11]
d003.s016.t014,"The results of the studies showed that Cerenia was more effective than the placebo : less vomiting was seen in dogs that received the medicine than in dogs that received a [TGT] placebo [TGT] , both in the treatment or in the prevention of vomiting .","['placebo%1:06:00::', 'placebo%1:04:00::']","['an innocuous or inert medication; given as a pacifier or to the control group in experiments on the efficacy of a drug', '(Roman Catholic Church) vespers of the office for the dead']",[0]
d003.s016.t015,"The results of the studies showed that Cerenia was more effective than the placebo : less vomiting was seen in dogs that received the medicine than in dogs that received a placebo , both in the [TGT] treatment [TGT] or in the prevention of vomiting .","['treatment%1:07:00::', 'treatment%1:10:00::', 'treatment%1:04:01::', 'treatment%1:04:00::']","['a manner of dealing with something artistically', 'an extended communication (often interactive) dealing with some particular topic', 'the management of someone or something', 'care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)']",[3]
d003.s016.t016,"The results of the studies showed that Cerenia was more effective than the placebo : less vomiting was seen in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the [TGT] prevention [TGT] of vomiting .",['prevention%1:04:00::'],['the act of preventing'],[0]
d003.s016.t017,"The results of the studies showed that Cerenia was more effective than the placebo : less vomiting was seen in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of [TGT] vomiting [TGT] .",['vomiting%1:04:00::'],['the reflex act of ejecting the contents of the stomach through the mouth'],[0]
d003.s017.t000,"The [TGT] treatment [TGT] of a vomiting dog should be started with the injection , since vomiting animals might not be able to keep a tablet down ( as they might throw the intact tablet up again ) .","['treatment%1:07:00::', 'treatment%1:10:00::', 'treatment%1:04:01::', 'treatment%1:04:00::']","['a manner of dealing with something artistically', 'an extended communication (often interactive) dealing with some particular topic', 'the management of someone or something', 'care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)']",[3]
d003.s017.t001,"The treatment of a [TGT] vomiting [TGT] dog should be started with the injection , since vomiting animals might not be able to keep a tablet down ( as they might throw the intact tablet up again ) .",['vomiting%1:04:00::'],['the reflex act of ejecting the contents of the stomach through the mouth'],[0]
d003.s017.t002,"The treatment of a vomiting [TGT] dog [TGT] should be started with the injection , since vomiting animals might not be able to keep a tablet down ( as they might throw the intact tablet up again ) .","['dog%1:06:00::', 'dog%1:18:00::', 'dog%1:05:00::', 'dog%1:06:01::', 'dog%1:18:01::', 'dog%1:18:02::', 'dog%1:13:01::']","['a hinged catch that fits into a notch of a ratchet to move a wheel forward or prevent it from moving backward', 'informal term for a man', 'a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds', 'metal supports for logs in a fireplace', 'a dull unattractive unpleasant girl or woman', 'someone who is morally reprehensible', 'a smooth-textured sausage of minced beef or pork usually smoked; often served on a bread roll']",[2]
d003.s017.t003,"The treatment of a vomiting dog should be [TGT] started [TGT] with the injection , since vomiting animals might not be able to keep a tablet down ( as they might throw the intact tablet up again ) .","['start%2:38:04::', 'start%2:38:00::', 'start%2:30:00::', 'start%2:38:03::', 'start%2:36:00::', 'start%2:36:01::', 'start%2:30:01::', 'start%2:41:00::', 'start%2:42:00::', 'start%2:41:04::', 'start%2:33:00::', 'start%2:38:02::', 'start%2:42:03::', 'start%2:38:01::']","['move or jump suddenly, as if in surprise or alarm', 'begin or set in motion', 'take the first step or steps in carrying out an action', 'bulge outward', 'bring into being', 'get off the ground', 'set in motion, cause to start', 'begin work or acting in a certain capacity, office or job', 'have a beginning, in a temporal, spatial, or evaluative sense', 'begin an event that is implied and limited by the nature or inherent function of the direct object', 'play in the starting lineup', 'leave', 'have a beginning characterized in some specified way', 'get going or set in motion']",[9]
d003.s017.t004,"The treatment of a vomiting dog should be started with the [TGT] injection [TGT] , since vomiting animals might not be able to keep a tablet down ( as they might throw the intact tablet up again ) .","['injection%1:04:01::', 'injection%1:04:00::', 'injection%1:27:00::']","['the act of putting a liquid into the body by means of a syringe', 'the forceful insertion of a substance under pressure', 'any solution that is injected (as into the skin)']",[0]
d003.s017.t005,"The treatment of a vomiting dog should be started with the injection , since [TGT] vomiting [TGT] animals might not be able to keep a tablet down ( as they might throw the intact tablet up again ) .",['vomiting%1:04:00::'],['the reflex act of ejecting the contents of the stomach through the mouth'],[0]
d003.s017.t006,"The treatment of a vomiting dog should be started with the injection , since vomiting [TGT] animals [TGT] might not be able to keep a tablet down ( as they might throw the intact tablet up again ) .",['animal%1:03:00::'],['a living organism characterized by voluntary movement'],[0]
d003.s017.t007,"The treatment of a vomiting dog should be started with the injection , since vomiting animals might [TGT] not [TGT] be able to keep a tablet down ( as they might throw the intact tablet up again ) .",['not%4:02:00::'],['negation of a word or group of words'],[0]
d003.s017.t008,"The treatment of a vomiting dog should be started with the injection , since vomiting animals might not be [TGT] able [TGT] to keep a tablet down ( as they might throw the intact tablet up again ) .","['able%5:00:00:competent:00', 'able%5:00:00:fit:01', 'able%5:00:00:capable:00', 'able%3:00:00::']","['have the skills and qualifications to do things well', 'having a strong healthy body', 'having inherent physical or mental ability or capacity', ""(usually followed by `to') having the necessary means or skill or know-how or authority to do something""]","[2, 3]"
d003.s017.t009,"The treatment of a vomiting dog should be started with the injection , since vomiting animals might not be able to keep a [TGT] tablet [TGT] down ( as they might throw the intact tablet up again ) .","['tablet%1:06:02::', 'tablet%1:27:00::', 'tablet%1:06:01::', 'tablet%1:06:00::']","['a slab of stone or wood suitable for bearing an inscription', 'a number of sheets of paper fastened together along one edge', 'a small flat compressed cake of some substance', 'a dose of medicine in the form of a small pellet']",[3]
d003.s017.t010,"The treatment of a vomiting dog should be started with the injection , since vomiting animals might not be able to keep a tablet down ( as they might throw the [TGT] intact [TGT] tablet up again ) .","['intact%5:00:00:uncastrated:00', 'intact%5:00:00:undamaged:00', 'intact%5:00:00:whole:00', 'intact%5:00:00:uninjured:00']","['(used of domestic animals) sexually competent', 'undamaged in any way', 'constituting the undiminished entirety; lacking nothing essential especially not damaged; - Bacon', '(of a woman) having the hymen unbroken']","[1, 2]"
d003.s017.t011,"The treatment of a vomiting dog should be started with the injection , since vomiting animals might not be able to keep a tablet down ( as they might throw the intact [TGT] tablet [TGT] up again ) .","['tablet%1:06:02::', 'tablet%1:27:00::', 'tablet%1:06:01::', 'tablet%1:06:00::']","['a slab of stone or wood suitable for bearing an inscription', 'a number of sheets of paper fastened together along one edge', 'a small flat compressed cake of some substance', 'a dose of medicine in the form of a small pellet']",[3]
d003.s017.t012,"The treatment of a vomiting dog should be started with the injection , since vomiting animals might not be able to keep a tablet down ( as they might throw the intact tablet up [TGT] again [TGT] ) .",['again%4:02:00::'],['anew'],[0]
d003.s018.t000,"For [TGT] follow-up [TGT] treatment , the animal owner can administer the tablets to the dog .","['follow-up%1:04:00::', 'follow-up%1:06:00::', 'follow-up%1:04:01::']","['a subsequent examination of a patient for the purpose of monitoring earlier treatment', 'a piece of work that exploits or builds on earlier work', 'an activity that continues something that has already begun or that repeats something that has already been done']","[2, 0]"
d003.s018.t001,"For follow-up [TGT] treatment [TGT] , the animal owner can administer the tablets to the dog .","['treatment%1:07:00::', 'treatment%1:10:00::', 'treatment%1:04:01::', 'treatment%1:04:00::']","['a manner of dealing with something artistically', 'an extended communication (often interactive) dealing with some particular topic', 'the management of someone or something', 'care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)']",[3]
d003.s018.t002,"For follow-up treatment , the animal [TGT] owner [TGT] can administer the tablets to the dog .","['owner%1:18:00::', 'owner%1:18:02::']","['(law) someone who owns (is legal possessor of) a business', 'a person who owns something']",[1]
