id,sentence,sense_keys,glosses,target
d002.s101.t008,"When I realized it was over , I went and stood out in front of the house , waiting and praying for Merrill to come [TGT] home [TGT] , shivering as if it were 20 below zero until he got there .","['home%1:06:00::', 'home%1:06:02::', 'home%1:15:03::', 'home%1:15:02::', 'home%1:15:04::', 'home%1:06:01::', 'home%1:26:00::', 'home%1:15:05::', 'home%1:14:00::']","['housing that someone is living in', '(baseball) base consisting of a rubber slab where the batter stands; it must be touched by a base runner in order to score', 'place where something began and flourished', 'the country or state or city where you live', 'where you live at a particular time', 'an institution where people are cared for', 'an environment offering affection and security', 'the place where you are stationed and from which missions start and end', 'a social unit living together']",[4]
d002.s101.t009,"When I realized it was over , I went and stood out in front of the house , waiting and praying for Merrill to come home , [TGT] shivering [TGT] as if it were 20 below zero until he got there .","['shiver%2:29:00::', 'shiver%2:38:00::']","['shake, as from cold', 'tremble convulsively, as from fear or excitement']",[0]
d002.s101.t010,"When I realized it was over , I went and stood out in front of the house , waiting and praying for Merrill to come home , shivering as if it were 20 below zero until he [TGT] got [TGT] there .","['get%2:35:00::', 'get%2:29:11::', 'get%2:37:12::', 'get%2:40:01::', 'get%2:32:03::', 'get%2:40:14::', 'get%2:36:14::', 'get%2:39:09::', 'get%2:30:02::', 'get%2:29:00::', 'get%2:40:00::', 'get%2:35:09::', 'get%2:39:14::', 'get%2:30:00::', 'get%2:31:09::', 'get%2:30:12::', 'get%2:29:01::', 'get%2:30:03::', 'get%2:39:00::', 'get%2:38:12::', 'get%2:32:00::', 'get%2:29:08::', 'get%2:33:00::', 'get%2:35:03::', 'get%2:30:01::', 'get%2:35:12::', 'get%2:31:10::', 'get%2:38:15::', 'get%2:35:10::', 'get%2:31:03::', 'get%2:37:11::', 'get%2:32:08::', 'get%2:39:13::', 'get%2:38:00::', 'get%2:40:13::', 'get%2:36:00::']","['attract and fix', 'undergo (as of injuries and illnesses)', 'irritate', 'achieve a point or goal', 'communicate with a place or person; establish communication with, as if by telephone', 'acquire as a result of some effort or action', 'apprehend and reproduce accurately', 'suffer from the receipt of', 'cause to move; cause to be in a certain position or condition', 'be stricken by an illness, fall victim to an illness', 'come into the possession of something concrete or abstract', 'succeed in catching or seizing, especially after a chase', 'receive as a retribution or punishment', 'enter or assume a certain state or condition', 'grasp with the mind or develop an understanding of', 'take the first step or steps in carrying out an action', 'come to have or undergo a change of (physical features and attributes)', 'receive a specified treatment (abstract)', 'go through (mental or physical states or experiences)', 'reach and board', 'cause to do; cause to act in a specified manner', 'make children', 'take vengeance on or get even', 'go or come after and bring or take back', 'give certain properties to something', 'overcome or destroy', 'be a mystery or bewildering to', 'leave immediately; used usually in the imperative form', 'reach with a blow or hit in a particular spot', 'reach by calculation', 'evoke an emotional response', 'move into a desired direction of discourse', 'perceive by hearing', 'reach a destination; arrive by movement or progress', 'purchase', 'earn or achieve a base by being walked by the pitcher']",[33]
d002.s102.t000,Never in my [TGT] life [TGT] have I been so frightened .,"['life%1:28:01::', 'life%1:03:00::', 'life%1:10:00::', 'life%1:28:03::', 'life%1:09:00::', 'life%1:26:02::', 'life%1:19:00::', 'life%1:26:00::', 'life%1:18:00::', 'life%1:07:01::', 'life%1:28:00::', 'life%1:16:00::', 'life%1:28:02::', 'life%1:26:01::']","['the period between birth and the present time', 'living things collectively', ""an account of the series of events making up a person's life"", 'a prison term lasting as long as the prisoner lives', 'the experience of being alive; the course of human events and activities', 'the course of existence of an individual; the actions and events that occur in living', 'the organic phenomenon that distinguishes living organisms from nonliving ones', 'the condition of living or the state of being alive', 'a living person', 'animation and energy in action or expression', 'the period during which something is functional (as between birth and death)', 'a motive for living', 'the period from the present until death', 'a characteristic state or mode of living']","[5, 0]"
d002.s102.t001,Never in my life have I been so [TGT] frightened [TGT] .,"['frightened%5:00:02:afraid:00', 'frightened%5:00:00:afraid:00']","['thrown into a state of intense fear or desperation', 'made afraid']","[1, 0]"
d002.s103.t000,"When I [TGT] saw [TGT] the pictures of 880 and the Bay Bridge , I began to cry .","['see%2:41:00::', 'see%2:38:03::', 'see%2:39:02::', 'see%2:32:00::', 'see%2:39:03::', 'see%2:31:00::', 'see%2:38:00::', 'see%2:31:08::', 'see%2:39:11::', 'see%2:35:09::', 'see%2:33:00::', 'see%2:31:02::', 'see%2:31:01::', 'see%2:31:03::', 'see%2:39:13::', 'see%2:41:12::', 'see%2:39:00::', 'see%2:31:13::', 'see%2:41:10::', 'see%2:41:14::', 'see%2:39:05::', 'see%2:36:00::', 'see%2:41:11::', 'see%2:39:12::']","['date regularly; have a steady relationship with', 'accompany or escort', 'perceive or be contemporaneous with', 'find out, learn, or determine with certainty, usually by making an inquiry or other effort', 'see or watch', 'deem to be', 'come together', 'deliberate or decide', 'observe as if with an eye', 'receive as a specified guest', 'match or meet', 'get to know or become aware of, usually accidentally', 'perceive (an idea or situation) mentally', 'be careful or certain to do something; make certain of something', 'observe, check out, and look over carefully or inspect', 'go to see for a social visit', 'perceive by sight or have the power to perceive by sight', 'make sense of; assign a meaning to', 'go to see a place, as for entertainment', 'take charge of or deal with', 'see and understand, have a good eye', ""imagine; conceive of; see in one's mind"", 'go to see for professional or business reasons', 'go or live through']","[4, 16]"
d002.s103.t001,"When I saw the [TGT] pictures [TGT] of 880 and the Bay Bridge , I began to cry .","['picture%1:10:00::', 'picture%1:10:01::', 'picture%1:06:01::', 'picture%1:06:00::', 'picture%1:10:03::', 'picture%1:26:00::', 'picture%1:10:02::', 'picture%1:09:00::', 'picture%1:06:02::', 'picture%1:09:01::']","['illustrations used to decorate or explain a text', 'the visible part of a television transmission', 'graphic art consisting of an artistic composition made by applying paints to a surface', 'a visual representation (of an object or scene or person or abstraction) produced on a surface', 'a graphic or vivid verbal description', 'a situation treated as an observable object', 'a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement', 'a clear and telling mental image', 'a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material', 'a typical example of some state or quality']",[8]
d002.s103.t002,"When I saw the pictures of 880 and the Bay Bridge , I [TGT] began [TGT] to cry .","['begin%2:32:03::', 'begin%2:42:03::', 'begin%2:42:04::', 'begin%2:42:00::', 'begin%2:32:04::', 'begin%2:30:01::', 'begin%2:41:04::', 'begin%2:30:00::', 'begin%2:42:02::', 'begin%2:41:00::']","['begin to speak or say;  he began', 'have a beginning characterized in some specified way', 'have a beginning, of a temporal event', 'have a beginning, in a temporal, spatial, or evaluative sense', 'begin to speak, understand, read, and write a language', 'set in motion, cause to start', 'begin an event that is implied and limited by the nature or inherent function of the direct object', 'take the first step or steps in carrying out an action', 'be the first item or point, constitute the beginning or start, come first in a series', 'achieve or accomplish in the least degree, usually used in the negative']",[7]
d002.s103.t003,"When I saw the pictures of 880 and the Bay Bridge , I began to [TGT] cry [TGT] .","['cry%2:29:00::', 'cry%2:32:07::', 'cry%2:34:00::', 'cry%2:32:01::', 'cry%2:32:03::', 'cry%2:32:02::', 'cry%2:29:02::']","['shed tears because of sadness, rage, or pain', 'utter aloud; often with surprise, horror, or joy', 'demand immediate action', 'utter a sudden loud cry', 'utter a characteristic sound', 'proclaim or announce in public', 'bring into a particular state by crying']",[0]
d002.s106.t000,"The Sunset -LCB- District -RCB- was more or less like a pajama party all [TGT] evening [TGT] , lots of people &amp; dogs walking around , drinking beer .","['evening%1:28:01::', 'evening%1:28:02::', 'evening%1:28:00::']","['a later concluding time period', 'the early part of night (from dinner until bedtime) spent in a special way', 'the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)']",[2]
d002.s106.t001,"The Sunset -LCB- District -RCB- was more or less like a pajama party all evening , [TGT] lots [TGT] of people &amp; dogs walking around , drinking beer .","['lot%1:15:00::', 'lot%1:26:00::', 'lot%1:14:00::', 'lot%1:18:00::', 'lot%1:06:00::', 'lot%1:14:01::', 'lot%1:23:00::']","['a parcel of land having fixed boundaries', 'your overall circumstances or condition in life (including everything that happens to you)', 'an unofficial association of people or groups', '(Old Testament) nephew of Abraham; God destroyed Sodom and Gomorrah but chose to spare Lot and his family who were told to flee without looking back at the destruction', 'anything (straws or pebbles etc.) taken or chosen at random', 'any collection in its entirety', ""(often followed by `of') a large number or amount or extent""]",[6]
d002.s106.t002,"The Sunset -LCB- District -RCB- was more or less like a pajama party all evening , lots of [TGT] people [TGT] &amp; dogs walking around , drinking beer .","['people%1:14:00::', 'people%1:14:03::', 'people%1:14:01::', 'people%1:14:02::']","['(plural) any group of human beings (men or women or children) collectively', 'the common people generally', 'the body of citizens of a state or country', 'members of a family line']",[0]
d002.s106.t003,"The Sunset -LCB- District -RCB- was more or less like a pajama party all evening , lots of people &amp; [TGT] dogs [TGT] walking around , drinking beer .","['dog%1:06:00::', 'dog%1:05:00::', 'dog%1:18:02::', 'dog%1:18:01::', 'dog%1:18:00::', 'dog%1:06:01::', 'dog%1:13:01::']","['a hinged catch that fits into a notch of a ratchet to move a wheel forward or prevent it from moving backward', 'a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds', 'someone who is morally reprehensible', 'a dull unattractive unpleasant girl or woman', 'informal term for a man', 'metal supports for logs in a fireplace', 'a smooth-textured sausage of minced beef or pork usually smoked; often served on a bread roll']",[1]
d002.s106.t004,"The Sunset -LCB- District -RCB- was more or less like a pajama party all evening , lots of people &amp; dogs [TGT] walking around [TGT] , drinking beer .","['walk_around%2:41:00::', 'walk_around%2:38:00::', 'walk_around%2:38:01::', 'walk_around%2:41:01::']","['behave in a certain manner or have certain properties', 'walk with no particular goal', 'walk around something', 'walk randomly']",[1]
d002.s106.t005,"The Sunset -LCB- District -RCB- was more or less like a pajama party all evening , lots of people &amp; dogs walking around , [TGT] drinking [TGT] beer .","['drink%2:34:00::', 'drink%2:34:02::', 'drink%2:31:00::', 'drink%2:34:12::', 'drink%2:34:01::']","['take in liquids', 'drink excessive amounts of alcohol; be an alcoholic', 'be fascinated or spell-bound by; pay close attention to', 'propose a toast to', 'consume alcohol']",[4]
d002.s106.t006,"The Sunset -LCB- District -RCB- was more or less like a pajama party all evening , lots of people &amp; dogs walking around , drinking [TGT] beer [TGT] .",['beer%1:13:00::'],['a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops'],[0]
d002.s109.t000,"I was just [TGT] sitting down [TGT] to meet with some new therapy clients , a couple , and the building started shaking like crazy .","['sit_down%2:38:00::', 'sit_down%2:35:00::', 'sit_down%2:35:03::']","['take a seat', 'show to a seat; assign a seat for', 'be seated']",[0]
d002.s109.t001,"I was just sitting down to [TGT] meet [TGT] with some new therapy clients , a couple , and the building started shaking like crazy .","['meet%2:35:00::', 'meet%2:42:02::', 'meet%2:34:00::', 'meet%2:38:06::', 'meet%2:33:00::', 'meet%2:39:00::', 'meet%2:41:02::', 'meet%2:38:01::', 'meet%2:42:01::', 'meet%2:41:03::', 'meet%2:42:00::', 'meet%2:41:00::', 'meet%2:41:01::']","['be in direct physical contact with; make contact', 'be adjacent or come together', 'fill or meet a want or need', 'meet by design; be present at the arrival of', 'contend against an opponent in a sport, game, or battle', 'undergo or suffer', 'satisfy or fulfill', 'come together', 'satisfy a condition or restriction', 'get to know; get acquainted with', 'experience as a reaction', 'collect in one place', 'get together socially or for a specific purpose']","[12, 3]"
d002.s109.t002,"I was just sitting down to meet with some [TGT] new [TGT] therapy clients , a couple , and the building started shaking like crazy .","['new%5:00:00:other:00', 'new%5:00:00:original:00', 'new%5:00:00:unaccustomed:00', 'new%3:00:00::', 'new%5:00:00:unprecedented:00', 'new%5:00:02:late:01', 'new%3:00:09::', 'new%5:00:00:inexperienced:00', 'new%5:00:01:late:01', 'new%5:00:00:early:02', 'new%5:00:02:original:00']","['other than the former one(s); different', 'original and of a kind not seen before', 'unfamiliar', 'not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered', 'having no previous example or precedent or parallel', 'in use after medieval times', 'unaffected by use or exposure', 'lacking training or experience', 'used of a living language; being the current stage in its development', '(of crops) harvested at an early stage of development; before complete maturity', '(of a new kind or fashion) gratuitously new']",[3]
d002.s109.t003,"I was just sitting down to meet with some new [TGT] therapy [TGT] clients , a couple , and the building started shaking like crazy .",['therapy%1:04:00::'],['(medicine) the act of caring for someone (as by medication or remedial training etc.)'],[0]
d002.s109.t004,"I was just sitting down to meet with some new therapy [TGT] clients [TGT] , a couple , and the building started shaking like crazy .","['client%1:06:00::', 'client%1:18:01::', 'client%1:18:00::']","['(computer science) any computer that is hooked up to a computer network', 'someone who pays for goods or services', 'a person who seeks the advice of a lawyer']",[1]
d002.s109.t005,"I was just sitting down to meet with some new therapy clients , a [TGT] couple [TGT] , and the building started shaking like crazy .","['couple%1:14:00::', 'couple%1:23:00::', 'couple%1:17:00::', 'couple%1:23:01::', 'couple%1:14:01::']","['a pair who associate with one another', 'two items of the same kind', '(physics) something joined by two equal and opposite forces that act along parallel lines', 'a small indefinite number', 'a pair of people who live together']",[4]
d002.s109.t006,"I was just sitting down to meet with some new therapy clients , a couple , and the [TGT] building [TGT] started shaking like crazy .","['building%1:06:00::', 'building%1:04:00::', 'building%1:04:01::', 'building%1:14:00::']","['a structure that has a roof and walls and stands more or less permanently in one place', 'the act of constructing something', 'the commercial activity involved in repairing old structures or constructing new ones', 'the occupants of a building']",[0]
d002.s109.t007,"I was just sitting down to meet with some new therapy clients , a couple , and the building [TGT] started [TGT] shaking like crazy .","['start%2:36:01::', 'start%2:38:02::', 'start%2:41:00::', 'start%2:36:00::', 'start%2:42:03::', 'start%2:42:00::', 'start%2:38:04::', 'start%2:30:01::', 'start%2:41:04::', 'start%2:30:00::', 'start%2:38:00::', 'start%2:38:03::', 'start%2:33:00::', 'start%2:38:01::']","['get off the ground', 'leave', 'begin work or acting in a certain capacity, office or job', 'bring into being', 'have a beginning characterized in some specified way', 'have a beginning, in a temporal, spatial, or evaluative sense', 'move or jump suddenly, as if in surprise or alarm', 'set in motion, cause to start', 'begin an event that is implied and limited by the nature or inherent function of the direct object', 'take the first step or steps in carrying out an action', 'begin or set in motion', 'bulge outward', 'play in the starting lineup', 'get going or set in motion']",[9]
d002.s109.t008,"I was just sitting down to meet with some new therapy clients , a couple , and the building started [TGT] shaking [TGT] like crazy .","['shake%2:29:00::', 'shake%2:38:00::', 'shake%2:37:00::', 'shake%2:30:00::', 'shake%2:38:01::', 'shake%2:32:00::', 'shake%2:38:02::', 'shake%2:38:04::', 'shake%2:30:01::']","['move with or as if with a tremor', 'move or cause to move back and forth', 'stir the feelings, emotions, or peace of', 'undermine or cause to waver', 'shake or vibrate rapidly and intensively', 'shake (a body part) to communicate a greeting, feeling, or cognitive state', 'move back and forth or sideways', 'get rid of', 'bring to a specified condition by or as if by shaking']",[6]
d002.s109.t009,"I was just sitting down to meet with some new therapy clients , a couple , and the building started shaking [TGT] like crazy [TGT] .",['like_crazy%4:02:00::'],['with great speed or effort or intensity'],[0]
d002.s110.t000,"It 's a [TGT] flimsy [TGT] structure , built up on supports , and it was really rocking around .","['flimsy%3:00:02::', 'flimsy%5:00:01:weak:00', 'flimsy%5:00:03:insignificant:00']","['not convincing', 'lacking solidity or strength', 'lacking substance or significance; ; ; ; a fragile claim to fame""']",[1]
d002.s110.t001,"It 's a flimsy [TGT] structure [TGT] , built up on supports , and it was really rocking around .","['structure%1:08:00::', 'structure%1:07:00::', 'structure%1:06:00::', 'structure%1:09:00::', 'structure%1:14:00::']","['a particular complex anatomical part of a living thing', 'the manner of construction of something and the arrangement of its parts', 'a thing constructed; a complex entity constructed of many parts', 'the complex composition of knowledge as elements and their combinations', 'the people in a society considered as a system organized by a characteristic pattern of relationships']",[2]
d002.s110.t002,"It 's a flimsy structure , [TGT] built [TGT] up on supports , and it was really rocking around .","['build%2:30:10::', 'build%2:41:00::', 'build%2:36:10::', 'build%2:30:00::', 'build%2:31:03::', 'build%2:36:00::', 'build%2:30:02::', 'build%2:36:04::', 'build%2:30:05::', 'build%2:36:09::']","['develop and grow', 'order, supervise, or finance the construction of', 'be engaged in building', 'form or accumulate steadily', 'found or ground', 'make by combining materials and parts', 'improve the cleansing action of', 'give form to, according to a plan', 'bolster or strengthen', 'build or establish something abstract']",[5]
d002.s110.t003,"It 's a flimsy structure , built up on [TGT] supports [TGT] , and it was really rocking around .","['support%1:04:04::', 'support%1:04:01::', 'support%1:06:01::', 'support%1:21:01::', 'support%1:21:00::', 'support%1:04:03::', 'support%1:04:00::', 'support%1:10:01::', 'support%1:04:02::', 'support%1:06:00::', 'support%1:09:00::']","['the activity of providing for or maintaining by supplying with money or necessities', 'the act of bearing the weight of or strengthening', 'supporting structure that holds up or provides a foundation', 'financial resources provided to make some project possible', 'the financial means whereby one lives', 'a military operation (often involving new supplies of men and materiel) to strengthen a military force or aid in the performance of its mission', 'aiding the cause or policy or interests of', 'a musical part (vocal or instrumental) that supports or provides background for other musical parts', 'documentary validation', 'any device that bears the weight of another thing', 'something providing immaterial assistance to a person or cause or interest']",[2]
d002.s110.t004,"It 's a flimsy structure , built up on supports , and it was really [TGT] rocking [TGT] around .","['rock%2:38:00::', 'rock%2:38:06::']","['move back and forth or sideways', 'cause to move back and forth']",[0]
d002.s111.t000,"The three of us [TGT] stopped [TGT] breathing for a moment , and then when it kept on coming we lunged for the doorway .","['stop%2:42:00::', 'stop%2:38:00::', 'stop%2:30:12::', 'stop%2:38:01::', 'stop%2:38:02::', 'stop%2:42:13::', 'stop%2:33:00::', 'stop%2:35:12::', 'stop%2:30:05::', 'stop%2:35:00::', 'stop%2:41:00::']","['put an end to a state or an activity', 'come to a halt, stop moving', 'stop and wait, as if awaiting further instructions or developments', 'cause to stop', 'interrupt a trip', 'have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical', 'hold back, as of a danger or an enemy; check the expansion or influence of', 'render unsuitable for passage', 'prevent completion', 'seize on its way', 'stop from happening or developing']",[3]
d002.s111.t001,"The three of us stopped [TGT] breathing [TGT] for a moment , and then when it kept on coming we lunged for the doorway .","['breathe%2:30:03::', 'breathe%2:42:01::', 'breathe%2:29:01::', 'breathe%2:42:00::', 'breathe%2:32:00::', 'breathe%2:29:00::', 'breathe%2:32:01::', 'breathe%2:40:00::', 'breathe%2:32:03::']","['reach full flavor by absorbing air and being let to stand after having been uncorked', 'allow the passage of air through', 'expel (gases or odors)', 'be alive', ""take a short break from one's activities in order to relax"", 'draw air into, and expel out of, the lungs', 'utter or tell', 'impart as if by breathing', 'manifest or evince']",[5]
d002.s111.t002,"The three of us stopped breathing for a [TGT] moment [TGT] , and then when it kept on coming we lunged for the doorway .","['moment%1:28:01::', 'moment%1:28:00::', 'moment%1:07:00::', 'moment%1:28:02::', 'moment%1:19:00::', 'moment%1:09:00::']","['an indefinitely short time', 'a particular point in time', 'having important effects or influence', 'at this time', 'a turning force produced by an object acting at a distance (or a measure of that force)', 'the n-th moment of a distribution is the expected value of the n-th power of the deviations from a fixed value']",[0]
d002.s111.t003,"The three of us stopped breathing for a moment , and then when it [TGT] kept [TGT] on coming we lunged for the doorway .","['keep%2:40:10::', 'keep%2:41:00::', 'keep%2:42:00::', 'keep%2:40:12::', 'keep%2:41:02::', 'keep%2:42:07::', 'keep%2:41:01::', 'keep%2:42:01::', 'keep%2:30:10::', 'keep%2:35:10::', 'keep%2:40:01::', 'keep%2:42:12::', 'keep%2:41:03::', 'keep%2:32:00::', 'keep%2:40:00::', 'keep%2:42:03::', 'keep%2:41:05::', 'keep%2:31:00::', 'keep%2:34:00::', 'keep%2:42:02::', 'keep%2:40:09::', 'keep%2:40:13::']","['maintain for use and service', 'keep under control; keep in check', 'keep in a certain state, position, or activity; e.g.,', 'have as a supply', 'allow to remain in a place or position or maintain a property or feature', 'continue a certain state, condition, or activity', 'stop (someone or something) from doing something or being in a certain state', 'supply with room and board', 'prevent (food) from rotting', 'hold and prevent from leaving', 'look after; be the keeper of; have charge of', 'raise', ""conform one's action or practice to"", 'maintain by writing regular records', 'retain possession of', 'fail to spoil or rot', 'behave as expected during of holidays or rites', 'stick to correctly or closely', 'supply with necessities and support', 'maintain in safety from injury, harm, or danger', 'retain rights to', 'store or keep customarily']",[5]
d002.s111.t004,"The three of us stopped breathing for a moment , and then when it kept on [TGT] coming [TGT] we lunged for the doorway .","['come%2:42:13::', 'come%2:38:03::', 'come%2:30:03::', 'come%2:42:02::', 'come%2:42:04::', 'come%2:38:02::', 'come%2:42:11::', 'come%2:30:13::', 'come%2:42:05::', 'come%2:31:13::', 'come%2:42:12::', 'come%2:38:00::', 'come%2:42:09::', 'come%2:42:15::', 'come%2:30:02::', 'come%2:31:14::', 'come%2:38:04::', 'come%2:30:01::', 'come%2:42:00::', 'come%2:39:00::', 'come%2:42:03::']","['come forth', 'cover a certain distance', 'reach or enter a state, relation, condition, use, or position', 'proceed or get along', 'to be the product or result', 'be received', 'develop into', 'happen as a result', 'exist or occur in a certain point in a series', 'have a certain priority', 'add up in number or quantity', 'move toward, travel toward something or somebody or approach something or somebody', 'be a native of', 'come from; be connected by a relationship of blood, for example', 'be found or available', ""come to one's mind; suggest itself"", 'reach a destination; arrive by movement or progress', 'come to pass; arrive, as in due course', 'come under, be classified or included', 'experience orgasm', 'extend or reach']",[16]
d002.s111.t005,"The three of us stopped breathing for a moment , and then when it kept on coming we [TGT] lunged [TGT] for the doorway .",['lunge%2:38:00::'],['make a thrusting forward movement'],[0]
d002.s111.t006,"The three of us stopped breathing for a moment , and then when it kept on coming we lunged for the [TGT] doorway [TGT] .",['doorway%1:06:00::'],['the entrance (the space in a wall) through which you enter or leave a room or building; the space that a door can close'],[0]
d002.s112.t000,"[TGT] Needless [TGT] to say , it was an interesting first session !",['needless%5:00:00:unnecessary:00'],['unnecessary and unwarranted'],[0]
d002.s112.t001,"Needless to [TGT] say [TGT] , it was an interesting first session !","['say%2:32:01::', 'say%2:42:00::', 'say%2:32:02::', 'say%2:32:04::', 'say%2:32:03::', 'say%2:32:13::', 'say%2:32:07::', 'say%2:32:09::', 'say%2:32:08::', 'say%2:32:00::', 'say%2:32:15::']","['report or maintain', 'have or contain a certain wording or form', 'speak, pronounce, or utter in a certain way', 'give instructions to or direct somebody to do something with authority', 'express a supposition', ""state as one's opinion or judgement; declare"", 'communicate or express nonverbally', 'indicate', 'recite or repeat a fixed text', 'express in words', 'utter aloud']",[9]
d002.s112.t002,"Needless to say , it was an [TGT] interesting [TGT] first session !",['interesting%3:00:00::'],['arousing or holding the attention'],[0]
d002.s112.t003,"Needless to say , it was an interesting [TGT] first [TGT] session !","['first%5:00:00:ordinal:00', 'first%5:00:00:best:00', 'first%5:00:01:opening:00', 'first%3:00:00::', 'first%3:00:03::', 'first%5:00:02:opening:00']","['indicating the beginning unit in a series', 'ranking above all others', 'serving to begin', 'preceding all others in time or space or degree', 'highest in pitch or chief among parts or voices or instruments or orchestra sections', 'serving to set in motion']",[3]
d002.s112.t004,"Needless to say , it was an interesting first [TGT] session [TGT] !","['session%1:28:00::', 'session%1:04:00::', 'session%1:10:00::', 'session%1:14:00::']","['the time during which a school holds classes', 'a meeting devoted to a particular activity', ""a meeting for execution of a group's functions"", 'a meeting of spiritualists']",[1]
d002.s115.t000,Albany [TGT] escaped [TGT] embarrassingly unscathed .,"['escape%2:38:00::', 'escape%2:32:00::', 'escape%2:30:04::', 'escape%2:32:04::', 'escape%2:42:00::', 'escape%2:41:00::', 'escape%2:38:02::']","['run away from confinement', 'fail to experience', 'issue or leak, as from a small opening', 'escape potentially unpleasant consequences; get away with a forbidden action', 'be incomprehensible to; escape understanding by', 'remove oneself from a familiar environment, usually for pleasure or diversion', ""flee; take to one's heels; cut and run""]",[1]
d002.s115.t001,Albany escaped embarrassingly [TGT] unscathed [TGT] .,['unscathed%5:00:00:uninjured:00'],['not injured'],[0]
d002.s116.t000,"Biggest [TGT] trouble [TGT] was scared family who could n't get a phone line through , and spent a really horrible hour not knowing .","['trouble%1:26:02::', 'trouble%1:11:01::', 'trouble%1:11:00::', 'trouble%1:12:03::', 'trouble%1:09:00::', 'trouble%1:04:02::']","['an unwanted pregnancy', 'an angry disturbance', 'an event causing distress or pain', 'a strong feeling of anxiety', 'a source of difficulty', 'an effort that is inconvenient']",[4]
d002.s116.t001,"Biggest trouble was [TGT] scared [TGT] family who could n't get a phone line through , and spent a really horrible hour not knowing .","['scare%2:37:00::', 'scare%2:37:04::']","['cause fear in', 'cause to lose courage']",[0]
d002.s116.t002,"Biggest trouble was scared [TGT] family [TGT] who could n't get a phone line through , and spent a really horrible hour not knowing .","['family%1:14:03::', 'family%1:14:06::', 'family%1:18:00::', 'family%1:14:04::', 'family%1:14:00::', 'family%1:14:05::', 'family%1:14:01::', 'family%1:14:02::']","['(biology) a taxonomic group containing one or more genera', 'a loose affiliation of gangsters in charge of organized criminal activities', 'a person having kinship with another or others', 'a collection of things sharing a common attribute', 'primary social group; parents and children', 'an association of people who share common beliefs or activities', 'people descended from a common ancestor', 'a social unit living together']",[7]
d002.s116.t003,"Biggest trouble was scared family who could n't [TGT] get [TGT] a phone line through , and spent a really horrible hour not knowing .","['get_through%2:38:00::', 'get_through%2:31:00::', 'get_through%2:32:00::', 'get_through%2:42:00::', 'get_through%2:30:00::']","['succeed in reaching a real or abstract destination after overcoming problems', ""become clear or enter one's consciousness or emotions"", 'be in or establish communication with', 'spend or pass, as with boredom or in a pleasant manner; of time', 'finish a task completely']",[2]
d002.s116.t004,"Biggest trouble was scared family who could n't get a [TGT] phone line [TGT] through , and spent a really horrible hour not knowing .",['phone_line%1:06:00::'],['a telephone connection'],[0]
d002.s116.t005,"Biggest trouble was scared family who could n't get a phone line through , and [TGT] spent [TGT] a really horrible hour not knowing .","['spend%2:42:00::', 'spend%2:40:00::', 'spend%2:40:01::']","['pass time in a specific way', 'pay out', 'spend completely']",[0]
d002.s116.t006,"Biggest trouble was scared family who could n't get a phone line through , and spent a really [TGT] horrible [TGT] hour not knowing .",['horrible%5:00:00:alarming:00'],['provoking horror; ; ; ; - Winston Churchill'],[0]
d002.s116.t007,"Biggest trouble was scared family who could n't get a phone line through , and spent a really horrible [TGT] hour [TGT] not knowing .","['hour%1:28:01::', 'hour%1:07:00::', 'hour%1:28:02::', 'hour%1:28:00::']","['clock time', 'distance measured by the time taken to cover it', 'a special and memorable period', 'a period of time equal to 1/24th of a day']",[3]
d002.s116.t008,"Biggest trouble was scared family who could n't get a phone line through , and spent a really horrible hour not [TGT] knowing [TGT] .","['know%2:31:02::', 'know%2:31:01::', 'know%2:31:00::', 'know%2:31:04::', 'know%2:31:12::', 'know%2:31:15::', 'know%2:31:06::', 'know%2:31:14::', 'know%2:31:11::', 'know%2:31:03::', 'know%2:35:00::']","['be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt', 'be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about', 'be familiar or acquainted with a person or an object', 'have firsthand knowledge of states, situations, emotions, or sensations', 'be able to distinguish, recognize as being different', 'have fixed in the mind', 'accept (someone) to be what is claimed or accept his power and authority', 'perceive as familiar', 'know the nature or character of', 'know how to do or perform something', 'have sexual intercourse with']",[1]
d002.s119.t000,Judy and I were in our [TGT] back yard [TGT] when the lawn started rolling like ocean waves .,['backyard%1:06:00::'],['the grounds in back of a house'],[0]
d002.s119.t001,Judy and I were in our back yard when the [TGT] lawn [TGT] started rolling like ocean waves .,['lawn%1:15:00::'],['a field of cultivated and mowed grass'],[0]
